City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
225,clyde river,70.4692,-68.5914,16.03,86,75,"{'speed': 10.36, 'deg': 340}",CA,200
226,talnakh,69.4865,88.3972,31.21,91,95,"{'speed': 7.78, 'deg': 114, 'gust': 7.2}",RU,200
227,kirakira,-10.4544,161.9205,84.07,75,28,"{'speed': 6.78, 'deg': 109, 'gust': 8.55}",SB,200
228,padra,22.2333,73.0833,80.17,48,1,"{'speed': 2.73, 'deg': 294, 'gust': 4.32}",IN,200
229,chhapra,25.7667,84.75,73.38,48,51,"{'speed': 10.74, 'deg': 105, 'gust': 19.93}",IN,200
230,srednekolymsk,67.45,153.6833,31.23,83,97,"{'speed': 15.66, 'deg': 65, 'gust': 24.16}",RU,200
231,simao,22.7886,100.9748,63.03,49,12,"{'speed': 0.78, 'deg': 106, 'gust': 1.03}",CN,200
232,muros,42.7762,-9.0603,62.1,87,96,"{'speed': 4.83, 'deg': 206, 'gust': 6.4}",ES,200
233,kosai,34.7105,137.5316,58.86,44,35,"{'speed': 4.32, 'deg': 8, 'gust': 4.92}",JP,200
234,nanortalik,60.1432,-45.2371,33.57,85,91,"{'speed': 5.73, 'deg': 307, 'gust': 8.59}",GL,200
235,hasaki,35.7333,140.8333,54.21,59,100,"{'speed': 19.01, 'deg': 39, 'gust': 19.48}",JP,200
236,mount gambier,-37.8333,140.7667,52.61,82,0,"{'speed': 5.19, 'deg': 19, 'gust': 13.71}",AU,200
237,belaya gora,68.5333,146.4167,22.51,93,100,"{'speed': 11.21, 'deg': 8, 'gust': 17.02}",RU,200
238,caucaia,-3.7361,-38.6531,84.15,65,0,"{'speed': 8.05, 'deg': 90}",BR,200
239,clarence town,-32.5833,151.7833,70.86,84,98,"{'speed': 3.4, 'deg': 117, 'gust': 13.18}",AU,200
240,kaharlyk,49.8623,30.8282,48.74,72,52,"{'speed': 3.06, 'deg': 154, 'gust': 3.2}",UA,200
241,luderitz,-26.6481,15.1594,66.02,48,100,"{'speed': 4.09, 'deg': 225, 'gust': 7.67}",,200
242,conde,-7.2597,-34.9075,80.06,78,0,"{'speed': 6.91, 'deg': 140}",BR,200
243,bera,24.0833,89.6167,72.59,74,7,"{'speed': 6.46, 'deg': 93, 'gust': 8.28}",BD,200
244,lagoa,39.05,-27.9833,61.38,94,100,"{'speed': 15.99, 'deg': 171, 'gust': 21.03}",PT,200
245,yar-sale,66.8333,70.8333,31.87,98,100,"{'speed': 14.52, 'deg': 184, 'gust': 22.86}",RU,200
246,malanje,-9.5402,16.341,65.48,96,88,"{'speed': 1.81, 'deg': 33, 'gust': 1.86}",AO,200
247,taylor,32.3001,-99.8337,48.02,85,100,"{'speed': 8.05, 'deg': 70}",US,200
248,baghmara,23.795,86.2085,75.36,53,33,"{'speed': 4.23, 'deg': 113, 'gust': 5.99}",IN,200
249,broome,42.2506,-75.833,48.02,89,100,"{'speed': 10.36, 'deg': 320}",US,200
250,kundiawa,-6.0167,144.9667,65.34,89,100,"{'speed': 2.44, 'deg': 347, 'gust': 4.38}",PG,200
251,hami,42.8,93.45,51.87,37,85,"{'speed': 7.72, 'deg': 121, 'gust': 10.56}",CN,200
252,bambous virieux,-20.3428,57.7575,77.25,88,40,"{'speed': 4.61, 'deg': 10}",MU,200
253,huarmey,-10.0681,-78.1522,79.02,75,26,"{'speed': 10.27, 'deg': 183, 'gust': 11.18}",PE,200
254,monchegorsk,67.9397,32.8739,17.76,86,5,"{'speed': 4.72, 'deg': 227, 'gust': 4.97}",RU,200
255,kontagora,10.3999,5.4695,76.35,75,100,"{'speed': 5.21, 'deg': 180, 'gust': 12.95}",NG,200
256,vogar,63.9832,-22.3874,37.96,75,0,"{'speed': 3.44, 'deg': 320}",IS,200
257,uarini,-2.99,-65.1083,78.33,86,54,"{'speed': 2.51, 'deg': 85, 'gust': 5.77}",BR,200
258,batagay-alyta,67.8006,130.4114,11.43,89,97,"{'speed': 5.7, 'deg': 290, 'gust': 6.58}",RU,200
259,ilulissat,69.2167,-51.1,32.02,100,100,"{'speed': 4.61, 'deg': 160}",GL,200
260,mayo,38.8876,-76.5119,62.19,52,20,"{'speed': 12.66, 'deg': 310}",US,200
261,wanning,18.8003,110.3967,77.56,94,37,"{'speed': 8.01, 'deg': 162, 'gust': 11.88}",CN,200
262,erzincan,39.75,39.5,47.5,93,75,"{'speed': 6.91, 'deg': 230}",TR,200
263,maues,-3.3836,-57.7186,76.1,94,97,"{'speed': 1.28, 'deg': 354, 'gust': 1.52}",BR,200
264,jaca,42.569,-0.5499,51.98,93,94,"{'speed': 5.55, 'deg': 334, 'gust': 11.95}",ES,200
265,east foothills,37.3811,-121.8175,75.22,58,0,"{'speed': 16.11, 'deg': 330, 'gust': 21.85}",US,200
266,quelimane,-17.8786,36.8883,67.62,90,20,"{'speed': 2.82, 'deg': 73, 'gust': 3.8}",MZ,200
267,coripata,-16.3,-67.6,62.58,96,97,"{'speed': 2.04, 'deg': 359, 'gust': 2.8}",BO,200
268,vila velha,-20.3297,-40.2925,73.35,89,75,"{'speed': 3.44, 'deg': 310}",BR,200
269,shimoda,34.6667,138.95,53.1,63,81,"{'speed': 18.19, 'deg': 36, 'gust': 22.17}",JP,200
270,namatanai,-3.6667,152.4333,81.63,77,86,"{'speed': 4.88, 'deg': 92, 'gust': 6.82}",PG,200
271,tomatlan,19.9333,-105.25,86.79,37,39,"{'speed': 8.68, 'deg': 240, 'gust': 6.71}",MX,200
272,sao filipe,14.8961,-24.4956,75.22,69,4,"{'speed': 13.44, 'deg': 58, 'gust': 14.34}",CV,200
273,anadyr,64.75,177.4833,21.7,85,40,"{'speed': 26.84, 'deg': 100, 'gust': 38.03}",RU,200
274,slochteren,53.2208,6.8055,52.2,91,75,"{'speed': 9.22, 'deg': 70}",NL,200
275,mildura,-34.2,142.15,60.33,62,0,"{'speed': 8.19, 'deg': 76, 'gust': 14.56}",AU,200
276,unai,-16.3575,-46.9061,75.49,61,86,"{'speed': 4.63, 'deg': 86, 'gust': 12.46}",BR,200
277,batouri,4.4333,14.3667,73.24,74,93,"{'speed': 1.52, 'deg': 270, 'gust': 1.63}",CM,200
278,luzhou,28.8724,105.4405,54.28,84,100,"{'speed': 3.58, 'deg': 263, 'gust': 7.45}",CN,200
279,sayyan,15.1718,44.3244,61.12,60,76,"{'speed': 3.67, 'deg': 333, 'gust': 4.18}",YE,200
280,prieska,-29.6641,22.7474,63.27,39,93,"{'speed': 2.82, 'deg': 284, 'gust': 2.77}",ZA,200
281,loandjili,-4.7561,11.8578,79.3,88,99,"{'speed': 2.66, 'deg': 155, 'gust': 3.8}",CG,200
282,broken hill,-31.95,141.4333,60.78,58,0,"{'speed': 8.84, 'deg': 79, 'gust': 18.5}",AU,200
283,jabinyanah,35.035,10.9081,63.46,64,41,"{'speed': 11.68, 'deg': 170, 'gust': 15.55}",TN,200
284,sawakin,19.1059,37.3321,81.55,85,0,"{'speed': 1.52, 'deg': 198, 'gust': 1.88}",SD,200
285,port blair,11.6667,92.75,81.95,74,88,"{'speed': 2.21, 'deg': 347, 'gust': 2.33}",IN,200
286,latung,5.5,120.8833,83.41,76,93,"{'speed': 5.55, 'deg': 86, 'gust': 6.49}",PH,200
287,camacupa,-12.0167,17.4833,62.82,93,86,"{'speed': 2.73, 'deg': 298, 'gust': 2.57}",AO,200
288,iznoski,54.9881,35.3108,48.72,60,24,"{'speed': 3.04, 'deg': 152, 'gust': 3.09}",RU,200
289,gombe,10.2897,11.1673,88.5,38,96,"{'speed': 10.6, 'deg': 226, 'gust': 16.82}",NG,200
290,matamoros,25.5333,-103.25,93.31,9,20,"{'speed': 11.5, 'deg': 330}",MX,200
291,kuznechnoye,61.12,29.8686,40.98,88,98,"{'speed': 4.14, 'deg': 119, 'gust': 6.4}",RU,200
292,hofn,64.2539,-15.2082,33.64,56,16,"{'speed': 1.23, 'deg': 232, 'gust': 2.57}",IS,200
293,sorland,67.667,12.6934,33.66,59,50,"{'speed': 13.27, 'deg': 26, 'gust': 15.82}",NO,200
294,wonthaggi,-38.6044,145.5913,53.82,86,2,"{'speed': 5.3, 'deg': 10, 'gust': 7.16}",AU,200
295,kenai,60.5544,-151.2583,33.89,51,100,"{'speed': 19.57, 'deg': 10}",US,200
296,juneau,58.3019,-134.4197,50.0,89,75,"{'speed': 4.61, 'deg': 240}",US,200
297,sobolevo,54.4299,31.8996,51.13,67,84,"{'speed': 5.1, 'deg': 191, 'gust': 5.5}",RU,200
298,inuvik,68.3499,-133.7218,4.6,80,100,"{'speed': 11.79, 'deg': 0, 'gust': 13.89}",CA,200
299,khasan,42.4308,130.6434,40.82,38,0,"{'speed': 6.78, 'deg': 272, 'gust': 14.97}",RU,200
300,faanui,-16.4833,-151.75,82.31,77,94,"{'speed': 12.86, 'deg': 269, 'gust': 13.98}",PF,200
301,roswell,34.0232,-84.3616,68.68,48,0,"{'speed': 10.36, 'deg': 330}",US,200
302,yuncheng,35.0231,110.9928,38.46,99,100,"{'speed': 1.61, 'deg': 197, 'gust': 1.97}",CN,200
303,yate,51.5407,-2.4184,47.98,86,18,"{'speed': 5.53, 'deg': 282, 'gust': 10.38}",GB,200
304,cururupu,-1.8283,-44.8683,76.82,88,100,"{'speed': 3.83, 'deg': 75, 'gust': 15.77}",BR,200
305,zambezi,-13.5432,23.1047,68.88,71,100,"{'speed': 3.36, 'deg': 46, 'gust': 3.51}",ZM,200
306,hailar,49.2,119.7,31.87,23,100,"{'speed': 7.38, 'deg': 205, 'gust': 18.1}",CN,200
307,macomb,40.4592,-90.6718,48.61,40,100,"{'speed': 14.97, 'deg': 290, 'gust': 21.85}",US,200
308,tarazona,41.9,-1.7333,53.42,86,65,"{'speed': 3.56, 'deg': 329, 'gust': 4.65}",ES,200
309,le port,-20.9373,55.2919,78.8,86,100,"{'speed': 8.84, 'deg': 70, 'gust': 10.49}",RE,200
310,veseloyarsk,51.2836,81.1056,43.23,52,83,"{'speed': 19.24, 'deg': 164, 'gust': 40.58}",RU,200
311,maralal,1.0968,36.698,60.44,84,88,"{'speed': 1.39, 'deg': 83, 'gust': 2.17}",KE,200
312,karratha,-20.7377,116.8463,79.02,61,86,"{'speed': 2.82, 'deg': 116, 'gust': 2.98}",AU,200
313,atasu,48.6814,71.6433,49.32,62,0,"{'speed': 7.87, 'deg': 268, 'gust': 9.55}",KZ,200
314,itoigawa,37.0333,137.85,47.01,52,46,"{'speed': 2.06, 'deg': 45, 'gust': 3.58}",JP,200
315,sioux lookout,50.1001,-91.917,35.67,41,75,"{'speed': 0, 'deg': 0}",CA,200
316,llaillay,-32.85,-70.9667,71.24,57,1,"{'speed': 5.28, 'deg': 244, 'gust': 5.5}",CL,200
317,christchurch,-43.5333,172.6333,55.9,53,16,"{'speed': 10.36, 'deg': 230}",NZ,200
318,nigran,42.1415,-8.8066,61.03,94,100,"{'speed': 3.44, 'deg': 220}",ES,200
319,arman,59.7,150.1667,34.84,62,72,"{'speed': 20.02, 'deg': 30, 'gust': 32.12}",RU,200
320,makhinjauri,41.6739,41.694,53.46,100,75,"{'speed': 2.3, 'deg': 0}",GE,200
321,sorong,-0.8833,131.25,79.14,84,66,"{'speed': 4.09, 'deg': 106, 'gust': 3.89}",ID,200
322,saurimo,-9.6608,20.3916,66.38,94,93,"{'speed': 2.62, 'deg': 43, 'gust': 2.71}",AO,200
323,tinskoy,56.1525,96.9161,26.53,93,20,"{'speed': 3.38, 'deg': 138, 'gust': 4.18}",RU,200
324,kayes,14.0,-11.0,95.36,14,0,"{'speed': 6.62, 'deg': 342, 'gust': 12.55}",ML,200
325,qeshm,26.9581,56.2719,76.89,67,100,"{'speed': 4.09, 'deg': 267, 'gust': 5.14}",IR,200
326,xuzhou,34.1805,117.1571,46.49,89,100,"{'speed': 14, 'deg': 52, 'gust': 25.93}",CN,200
327,khor,47.8861,134.9464,39.11,61,98,"{'speed': 13.56, 'deg': 266, 'gust': 24.32}",RU,200
328,bandar-e lengeh,26.5579,54.8807,76.33,67,25,"{'speed': 6.58, 'deg': 262, 'gust': 7.85}",IR,200
329,liepaja,56.5419,21.0367,51.78,71,0,"{'speed': 9.22, 'deg': 220}",LV,200
330,constantine,36.365,6.6147,62.01,55,0,"{'speed': 3.44, 'deg': 180}",DZ,200
331,barhi,23.9,80.8,74.62,44,15,"{'speed': 6.24, 'deg': 132, 'gust': 15.35}",IN,200
332,lagos,6.5833,3.75,79.92,86,90,"{'speed': 2.68, 'deg': 184, 'gust': 6.35}",NG,200
333,tukrah,32.5341,20.5791,62.64,83,11,"{'speed': 16.6, 'deg': 59, 'gust': 23.73}",LY,200
334,bhag,29.0415,67.8239,83.37,16,52,"{'speed': 4.45, 'deg': 155, 'gust': 4.65}",PK,200
335,vicente guerrero,19.1194,-98.1708,74.59,36,83,"{'speed': 9.78, 'deg': 251, 'gust': 16.62}",MX,200
336,matagami,49.7502,-77.6328,44.71,87,75,"{'speed': 5.75, 'deg': 210}",CA,200
337,borgo san dalmazzo,44.333,7.4858,55.13,66,89,"{'speed': 5.61, 'deg': 229, 'gust': 6.85}",IT,200
338,benton harbor,42.1167,-86.4542,42.28,70,100,"{'speed': 6.91, 'deg': 290}",US,200
339,dunedin,-45.8742,170.5036,52.81,10,16,"{'speed': 20.67, 'deg': 254, 'gust': 37.18}",NZ,200
340,champerico,14.3,-91.9167,95.54,59,10,"{'speed': 12.84, 'deg': 254, 'gust': 12.01}",GT,200
341,aklavik,68.2191,-135.0107,4.41,81,100,"{'speed': 14.99, 'deg': 336, 'gust': 16.71}",CA,200
342,russellville,35.2784,-93.1338,64.18,44,0,"{'speed': 5.75, 'deg': 0}",US,200
343,sola,-13.8833,167.55,81.81,75,75,"{'speed': 14.34, 'deg': 152, 'gust': 14.76}",VU,200
344,shushenskoye,53.325,91.9356,34.34,73,19,"{'speed': 4.07, 'deg': 111, 'gust': 3.98}",RU,200
345,mocuba,-16.8392,36.9856,65.25,97,22,"{'speed': 1.48, 'deg': 26, 'gust': 1.59}",MZ,200
346,bathsheba,13.2167,-59.5167,75.81,94,40,"{'speed': 11.5, 'deg': 200}",BB,200
347,gongzhuling,43.5008,124.8198,38.98,22,0,"{'speed': 5.7, 'deg': 199, 'gust': 10.13}",CN,200
348,flinders,-34.5833,150.8552,63.05,93,100,"{'speed': 1.99, 'deg': 256, 'gust': 5.01}",AU,200
349,mayor pablo lagerenza,-19.9309,-60.7718,76.51,48,68,"{'speed': 2.24, 'deg': 61, 'gust': 2.68}",PY,200
350,zyrardow,52.0488,20.446,61.77,78,75,"{'speed': 5.32, 'deg': 206, 'gust': 8.37}",PL,200
351,fort nelson,58.8053,-122.7002,50.95,42,100,"{'speed': 8.99, 'deg': 13, 'gust': 15.01}",CA,200
352,bakel,14.905,-12.4568,93.02,16,3,"{'speed': 9.37, 'deg': 339, 'gust': 17.36}",SN,200
353,bara,10.3744,10.7288,85.84,46,80,"{'speed': 7.52, 'deg': 235, 'gust': 14.18}",NG,200
354,sinop,41.7711,34.8709,45.1,93,100,"{'speed': 2.55, 'deg': 92, 'gust': 3.65}",TR,200
355,longhua,23.6137,114.1919,72.32,98,100,"{'speed': 1.43, 'deg': 123, 'gust': 1.66}",CN,200
356,nome,64.5011,-165.4064,28.47,64,0,"{'speed': 4.61, 'deg': 280}",US,200
357,puerto escondido,15.85,-97.0667,86.83,62,20,"{'speed': 11.5, 'deg': 230}",MX,200
358,mukhen,48.1,136.1,36.97,81,100,"{'speed': 9.24, 'deg': 232, 'gust': 21.54}",RU,200
359,jieshi,22.8134,115.8257,71.91,91,100,"{'speed': 11.03, 'deg': 69, 'gust': 12.57}",CN,200
360,williams lake,52.1415,-122.1445,53.17,66,100,"{'speed': 16.11, 'deg': 110, 'gust': 24.16}",CA,200
361,pontianak,-0.0333,109.3333,75.18,100,20,"{'speed': 2.3, 'deg': 310}",ID,200
362,beterou,9.1992,2.2586,78.03,84,100,"{'speed': 5.28, 'deg': 179, 'gust': 11.14}",BJ,200
363,singkang,2.1006,102.7994,75.11,96,94,"{'speed': 2.98, 'deg': 49, 'gust': 3.85}",MY,200
364,kikwit,-5.041,18.8162,69.24,99,100,"{'speed': 0.56, 'deg': 89, 'gust': 0.65}",CD,200
365,san andres,12.5847,-81.7006,84.22,65,20,"{'speed': 5.75, 'deg': 90}",CO,200
366,gravdal,68.1214,13.5031,24.69,86,0,"{'speed': 5.75, 'deg': 50}",NO,200
367,sohbatpur,28.5202,68.5434,82.44,17,30,"{'speed': 8.93, 'deg': 98, 'gust': 13.47}",PK,200
368,normandin,48.8333,-72.5321,44.69,96,100,"{'speed': 4.72, 'deg': 146, 'gust': 13.91}",CA,200
369,weihai,37.5017,122.1136,49.42,66,100,"{'speed': 5.59, 'deg': 17, 'gust': 9.57}",CN,200
370,ucluelet,48.9329,-125.5528,47.08,94,100,"{'speed': 6.26, 'deg': 164, 'gust': 11.45}",CA,200
371,husavik,66.0449,-17.3389,31.35,66,39,"{'speed': 4.9, 'deg': 41, 'gust': 4.97}",IS,200
372,tuktoyaktuk,69.4541,-133.0374,5.81,79,100,"{'speed': 7.92, 'deg': 343, 'gust': 9.15}",CA,200
373,nhulunbuy,-12.2333,136.7667,81.21,83,75,"{'speed': 12.66, 'deg': 120}",AU,200
374,bainbridge,47.6262,-122.5212,55.71,70,100,"{'speed': 13, 'deg': 211, 'gust': 25.01}",US,200
375,teeli,51.0333,90.2333,33.46,47,56,"{'speed': 0.72, 'deg': 188, 'gust': 1.25}",RU,200
376,riviere-au-renard,48.9957,-64.3971,39.18,82,77,"{'speed': 7.78, 'deg': 161, 'gust': 11.52}",CA,200
377,genova,44.5,9.0667,55.29,85,100,"{'speed': 5.23, 'deg': 145, 'gust': 17.25}",IT,200
378,arona,28.0996,-16.681,59.52,85,20,"{'speed': 14.97, 'deg': 70}",ES,200
379,draguignan,43.5333,6.4667,60.84,73,99,"{'speed': 9.22, 'deg': 270}",FR,200
380,hoa binh,20.8133,105.3383,76.06,93,34,"{'speed': 0.78, 'deg': 336, 'gust': 1.48}",VN,200
381,seoul,37.5683,126.9778,54.84,34,100,"{'speed': 6.62, 'deg': 81, 'gust': 12.77}",KR,200
382,port hedland,-20.3167,118.5667,73.45,68,100,"{'speed': 5.75, 'deg': 140}",AU,200
383,sarangani,5.4033,125.4636,83.32,74,57,"{'speed': 16.42, 'deg': 55, 'gust': 17.67}",PH,200
384,marystown,47.1666,-55.1483,43.86,100,99,"{'speed': 8.01, 'deg': 51, 'gust': 7}",CA,200
385,biak,-0.9131,122.8766,76.57,81,61,"{'speed': 3.04, 'deg': 242, 'gust': 4.81}",ID,200
386,saint anthony,45.0205,-93.218,45.28,44,100,"{'speed': 11.5, 'deg': 260}",US,200
387,paamiut,61.994,-49.6678,33.57,86,100,"{'speed': 15.35, 'deg': 319, 'gust': 21.61}",GL,200
388,itoman,26.1247,127.6694,72.37,83,20,"{'speed': 8.05, 'deg': 80}",JP,200
389,airai,-8.9266,125.4092,60.12,95,91,"{'speed': 3.4, 'deg': 109, 'gust': 5.53}",TL,200
390,betioky,-23.7167,44.3833,63.41,94,3,"{'speed': 1.34, 'deg': 271, 'gust': 1.36}",MG,200
391,aswan,24.0934,32.907,82.26,31,56,"{'speed': 17.69, 'deg': 28, 'gust': 28.9}",EG,200
392,burevestnik,56.144,43.7883,47.95,57,0,"{'speed': 0, 'deg': 0}",RU,200
393,besikduzu,41.052,39.2284,53.49,96,100,"{'speed': 4.76, 'deg': 303, 'gust': 4.61}",TR,200
394,saint-joseph,-21.3667,55.6167,77.38,77,100,"{'speed': 3.31, 'deg': 260, 'gust': 6.04}",RE,200
395,ust-tsilma,65.441,52.1498,15.69,92,11,"{'speed': 5.91, 'deg': 248, 'gust': 21.65}",RU,200
396,dakar,14.6937,-17.4441,70.68,88,11,"{'speed': 14.67, 'deg': 344, 'gust': 22.48}",SN,200
397,aneho,6.2333,1.6,83.32,80,100,"{'speed': 11.34, 'deg': 195, 'gust': 15.01}",TG,200
398,ancud,-41.8697,-73.8203,51.08,82,89,"{'speed': 1.59, 'deg': 115, 'gust': 3.44}",CL,200
399,tynda,55.1667,124.7167,18.41,84,43,"{'speed': 2.53, 'deg': 302, 'gust': 3.58}",RU,200
400,zhangye,38.9342,100.4517,49.23,54,100,"{'speed': 3.44, 'deg': 208, 'gust': 5.99}",CN,200
401,bata,1.8639,9.7658,78.57,85,82,"{'speed': 1.95, 'deg': 47, 'gust': 1.97}",GQ,200
402,vestmannaeyjar,63.4427,-20.2734,38.3,94,96,"{'speed': 21.65, 'deg': 109, 'gust': 23.02}",IS,200
403,suluq,31.6682,20.2521,72.12,42,18,"{'speed': 11.99, 'deg': 78, 'gust': 19.57}",LY,200
404,merauke,-8.4667,140.3333,75.88,95,100,"{'speed': 7.78, 'deg': 12, 'gust': 12.66}",ID,200
405,davila,18.4726,120.5763,75.18,76,4,"{'speed': 14.18, 'deg': 68, 'gust': 15.37}",PH,200
406,gornopravdinsk,60.05,69.9,36.45,90,98,"{'speed': 12.53, 'deg': 315, 'gust': 22.75}",RU,200
407,torit,4.4133,32.5678,71.15,82,100,"{'speed': 2.98, 'deg': 203, 'gust': 3.96}",SS,200
408,bintulu,3.1667,113.0333,77.29,92,88,"{'speed': 3.58, 'deg': 160, 'gust': 3.53}",MY,200
409,haines junction,60.7522,-137.5108,31.73,89,100,"{'speed': 5.57, 'deg': 300, 'gust': 7.52}",CA,200
410,antsohihy,-14.8796,47.9875,73.89,96,45,"{'speed': 2.89, 'deg': 35, 'gust': 3.18}",MG,200
411,nizhniy tsasuchey,50.5167,115.1333,32.02,41,100,"{'speed': 13.06, 'deg': 318, 'gust': 25.77}",RU,200
412,sao felix do xingu,-6.6447,-51.995,77.5,80,96,"{'speed': 2.53, 'deg': 77, 'gust': 2.51}",BR,200
413,mosquera,4.7059,-74.2302,59.09,77,40,"{'speed': 8.05, 'deg': 260}",CO,200
414,balikpapan,-1.2675,116.8289,77.99,94,40,"{'speed': 4.61, 'deg': 230}",ID,200
415,el corpus,14.7,-88.9167,95.32,31,20,"{'speed': 9.22, 'deg': 320}",HN,200
416,mirnyy,62.5353,113.9611,9.86,95,41,"{'speed': 3.49, 'deg': 216, 'gust': 3.94}",RU,200
417,kruisfontein,-34.0033,24.7314,66.88,71,100,"{'speed': 3.74, 'deg': 45, 'gust': 3.65}",ZA,200
418,langenau,48.4962,10.1185,52.41,95,100,"{'speed': 11.7, 'deg': 228, 'gust': 23.55}",DE,200
419,ewa beach,21.3156,-158.0072,84.15,65,0,"{'speed': 10.36, 'deg': 140}",US,200
420,goundam,16.4145,-3.6708,85.96,14,1,"{'speed': 10.96, 'deg': 346, 'gust': 16.55}",ML,200
421,petukhovo,55.0692,67.9019,44.44,85,75,"{'speed': 14.12, 'deg': 307, 'gust': 26.73}",RU,200
422,hun,29.1268,15.9477,65.57,63,22,"{'speed': 14.99, 'deg': 356, 'gust': 20.49}",LY,200
423,trzcianka,53.0406,16.4563,49.21,94,56,"{'speed': 1.74, 'deg': 49, 'gust': 1.83}",PL,200
424,verkhnetulomskiy,68.6073,31.7962,26.73,86,39,"{'speed': 5.68, 'deg': 252, 'gust': 17.43}",RU,200
425,preobrazheniye,42.9019,133.9064,40.01,40,0,"{'speed': 9.44, 'deg': 285, 'gust': 20.13}",RU,200
426,lensk,60.7253,114.9278,22.98,91,97,"{'speed': 3.69, 'deg': 238, 'gust': 6.46}",RU,200
427,brignoles,43.4,6.0667,61.43,65,99,"{'speed': 11.99, 'deg': 270, 'gust': 13}",FR,200
428,lyngseidet,69.5763,20.2189,28.4,93,36,"{'speed': 9.53, 'deg': 204, 'gust': 8.72}",NO,200
429,camiri,-20.05,-63.5167,70.65,62,100,"{'speed': 2.33, 'deg': 63, 'gust': 2.86}",BO,200
430,itaituba,-4.2761,-55.9836,78.46,83,100,"{'speed': 0.43, 'deg': 94, 'gust': 0.72}",BR,200
431,isangel,-19.55,169.2667,84.31,79,20,"{'speed': 3.44, 'deg': 230}",VU,200
432,rawson,-43.3002,-65.1023,65.64,46,63,"{'speed': 7.99, 'deg': 88, 'gust': 8.79}",AR,200
433,rincon,32.296,-81.2354,73.36,31,40,"{'speed': 11.5, 'deg': 150}",US,200
434,sursk,53.0754,45.6846,51.01,57,20,"{'speed': 1.95, 'deg': 259, 'gust': 2.19}",RU,200
435,artyom,40.4723,50.333,53.74,80,100,"{'speed': 13.91, 'deg': 345, 'gust': 20.45}",AZ,200
436,jinxiang,27.4327,120.6062,59.7,94,99,"{'speed': 7.61, 'deg': 29, 'gust': 9.37}",CN,200
437,kondopoga,62.2057,34.2614,29.88,98,99,"{'speed': 5.1, 'deg': 131, 'gust': 16.58}",RU,200
438,garmsar,35.2182,52.3409,71.38,27,83,"{'speed': 0.89, 'deg': 155, 'gust': 4.27}",IR,200
439,meulaboh,4.1363,96.1285,77.63,90,100,"{'speed': 3.13, 'deg': 56, 'gust': 3.22}",ID,200
440,kuching,1.55,110.3333,82.02,82,40,"{'speed': 5.01, 'deg': 260, 'gust': 0}",MY,200
441,caravelas,-17.7125,-39.2481,77.07,73,68,"{'speed': 11.43, 'deg': 145, 'gust': 19.17}",BR,200
442,krusevac,43.58,21.3339,59.36,83,99,"{'speed': 3.62, 'deg': 162, 'gust': 3.47}",RS,200
443,viedma,-40.8135,-62.9967,66.18,41,0,"{'speed': 10.33, 'deg': 347, 'gust': 18.23}",AR,200
444,zhigansk,66.7697,123.3711,13.05,96,37,"{'speed': 6.98, 'deg': 350, 'gust': 9.53}",RU,200
445,sawai madhopur,25.9833,76.3667,71.6,34,0,"{'speed': 1.97, 'deg': 196, 'gust': 2.28}",IN,200
446,haimen,23.1935,116.6142,69.69,91,100,"{'speed': 10.27, 'deg': 68, 'gust': 12.48}",CN,200
447,zlatibor,43.7168,19.7,45.72,88,100,"{'speed': 4.03, 'deg': 203, 'gust': 3.65}",RS,200
448,kitimat,54.0524,-128.6534,45.37,97,100,"{'speed': 1.32, 'deg': 213, 'gust': 1.92}",CA,200
449,santa isabel do rio negro,-0.4139,-65.0192,76.75,96,98,"{'speed': 1.97, 'deg': 36, 'gust': 2.17}",BR,200
450,ulladulla,-35.35,150.4667,60.93,81,66,"{'speed': 4.92, 'deg': 257, 'gust': 6.08}",AU,200
451,bahia honda,22.9036,-83.1592,82.06,59,12,"{'speed': 8.43, 'deg': 29, 'gust': 7.58}",CU,200
452,asfi,32.2994,-9.2372,62.94,73,28,"{'speed': 21.68, 'deg': 42, 'gust': 34.69}",MA,200
453,lethem,3.3803,-59.7968,76.84,83,98,"{'speed': 4.61, 'deg': 354, 'gust': 6.49}",GY,200
454,casper,42.8666,-106.3131,55.72,27,20,"{'speed': 12.66, 'deg': 230, 'gust': 19.57}",US,200
455,madimba,-10.4,40.3333,75.81,93,12,"{'speed': 7.16, 'deg': 178, 'gust': 13.62}",TZ,200
456,livingston,55.9029,-3.5226,42.85,74,75,"{'speed': 6.91, 'deg': 30}",GB,200
457,vostochnyy,55.8167,37.8667,52.11,55,17,"{'speed': 2.91, 'deg': 248, 'gust': 2.89}",RU,200
458,santander,43.4647,-3.8044,57.45,90,100,"{'speed': 5.75, 'deg': 230}",ES,200
459,valkla,59.4744,25.3186,52.66,67,7,"{'speed': 11.77, 'deg': 182, 'gust': 28.1}",EE,200
460,tiassale,5.8983,-4.8283,78.49,91,92,"{'speed': 3.38, 'deg': 223, 'gust': 16.4}",CI,200
461,belen,36.4891,36.2233,53.74,77,20,"{'speed': 8.05, 'deg': 200}",TR,200
462,hovd,48.0056,91.6419,32.07,48,0,"{'speed': 2.06, 'deg': 225, 'gust': 2.19}",MN,200
463,arboletes,8.8505,-76.4269,81.48,72,50,"{'speed': 7.74, 'deg': 327, 'gust': 8.52}",CO,200
